Transport_ID,TripID,RouteID,StopID,StopName,WeekBeginning,NumberOfBoardings
T1697,16894,253X,12213,Zone D Arndale Interchange,2013-10-06 00:00:00,25
T1698,49740,B12,12993,26A Grange Rd,2013-09-01 00:00:00,7
T1699,16255,M44,11057,50 Ladywood Rd,2014-03-30 00:00:00,2
T1700,12334,J2,13520,7 Sir Donald Bradman Dr,2014-06-29 00:00:00,2
T1701,6078,190,13853,4 Unley Rd,2014-04-13 00:00:00,8
T1702,27279,222,13474,VS3 Victoria Sq,2014-01-19 00:00:00,4
T1703,63476,720H,14416,15 South Rd,2013-12-22 00:00:00,3
T1704,28918,506X,11113,39D Sleep Rd,2013-11-17 00:00:00,4
T1705,47510,263,16276,A3 King William Rd,2014-01-19 00:00:00,2
T1706,56801,230,12549,13 Harrison Rd,2013-08-18 00:00:00,2
T1707,5925,300,12174,126A Muller Rd,2014-05-18 00:00:00,3
T1708,9537,202F,13036,3A Melbourne St,2014-03-30 00:00:00,1
T1709,14119,273,12000,26 North East Rd,2014-03-16 00:00:00,10
T1710,18214,248,13274,A2 King William Rd,2014-02-02 00:00:00,1
T1711,27306,222,11444,29 Main North Rd,2013-07-28 00:00:00,1
T1712,50994,J1,13364,W3 Currie St,2013-09-08 00:00:00,16
T1713,6416,361,11643,26 Grand Junction Rd,2014-04-13 00:00:00,2
T1714,59039,M44,17189,Zone B Klemzig Interchange,2013-08-04 00:00:00,5
T1715,12473,J8,14982,31 Sturt Rd,2014-02-02 00:00:00,7
T1716,9245,B10,13371,B1 Currie St,2014-06-15 00:00:00,6
T1717,10322,H20,14181,14A Stonehouse Av,2014-05-04 00:00:00,3
T1718,48758,720,14947,28 Sturt Rd,2013-09-15 00:00:00,1
T1719,16922,254,11731,34 Grand Junction Rd,2013-12-15 00:00:00,1
T1720,20385,646,14974,Zone D Marion Interchange,2014-05-25 00:00:00,24
T1721,9715,B10,13352,V1 Currie St,2014-02-16 00:00:00,15
T1722,52854,248,13904,5A Anzac Hwy,2013-09-08 00:00:00,2
T1723,33887,117,13352,V1 Currie St,2013-10-13 00:00:00,6
T1724,18164,239,13287,B1 Pulteney St,2014-06-29 00:00:00,2
T1725,15375,M44,16667,Zone A Klemzig Interchange,2014-02-16 00:00:00,2
T1726,1800,556,13326,H2 Grenfell St,2013-09-01 00:00:00,46
T1727,59053,M44,11142,49 Ladywood Rd,2013-12-29 00:00:00,2
T1728,455,400,10307,63A Diment Rd,2014-03-23 00:00:00,44
T1729,58463,G10,18194,25 Shepherds Hill Rd,2013-11-17 00:00:00,3
T1730,53750,560,10222,Zone D Elizabeth City Centre,2013-11-17 00:00:00,4
T1731,1200,404,10616,42 Martins Rd,2013-10-27 00:00:00,1
T1732,6121,171,13330,G3 Grenfell St,2014-02-02 00:00:00,1
T1733,8943,506,13326,H2 Grenfell St,2013-09-29 00:00:00,23
T1734,9630,541,16594,61 Bicentenial Dr,2014-02-09 00:00:00,1
T1735,27748,228F,10198,67 Yorktown Rd,2013-12-01 00:00:00,3
T1736,17924,541X,11282,48 Hancock Rd,2014-05-11 00:00:00,2
T1737,45305,157X,11858,36A First Av,2013-09-22 00:00:00,14
T1738,27154,203F,12087,22 Hampstead Rd,2013-10-27 00:00:00,1
T1739,59063,M44,14569,20 Marion Rd,2014-01-19 00:00:00,1
T1740,29833,721F,13970,7 South Rd,2013-08-25 00:00:00,1
T1741,20769,C1,17189,Zone B Klemzig Interchange,2014-06-15 00:00:00,3
T1742,20715,646,15204,38 Morphett Rd,2014-02-02 00:00:00,5
T1743,15160,G10,13888,5 Goodwood Rd,2014-03-02 00:00:00,2
T1744,59164,M44X,11370,Zone C Tea Tree Plaza Intercha,2013-07-14 00:00:00,36
T1745,9357,H22,16369,17 The Parade,2014-04-06 00:00:00,4
T1746,13698,271,11618,35 North East Rd,2014-05-25 00:00:00,1
T1747,20545,557,11201,48 North East Rd,2014-06-01 00:00:00,1
T1748,8570,B10,13067,20 St Bernards Rd,2014-05-18 00:00:00,1
T1749,27319,222,17529,Zone D Mawson Interchange,2013-08-18 00:00:00,15
T1750,11519,245,13904,5A Anzac Hwy,2014-03-09 00:00:00,9
T1751,12477,J8,12463,220 Woodville Rd,2014-06-29 00:00:00,2
T1752,30581,743,16147,51C Brodie Rd,2013-10-20 00:00:00,1
T1753,50629,H30S,16358,29 Seaview Rd,2013-10-27 00:00:00,1
T1754,15992,G10B,12204,17 Prospect Rd,2014-03-09 00:00:00,2
T1755,27508,224F,10301,57 Hogarth Rd,2014-06-29 00:00:00,2
T1756,48742,720,14192,10 South Rd,2013-09-22 00:00:00,1
T1757,58563,G10B,12441,14 Prospect Rd,2013-12-15 00:00:00,3
T1758,46470,178,12468,31 Maryvale Rd,2013-11-10 00:00:00,2
T1759,10774,H22,13367,B2 Currie St,2014-06-29 00:00:00,3
T1760,49562,B10,13029,21 St Bernards Rd,2013-11-03 00:00:00,1
T1761,27742,228F,12288,17 Main North Rd,2013-09-29 00:00:00,5
T1762,15144,G10,13452,D2 Grote St,2014-02-02 00:00:00,7
T1763,6441,361,11731,34 Grand Junction Rd,2014-03-30 00:00:00,2
T1764,16296,M44,13280,R2 North Tce,2014-05-11 00:00:00,11
T1765,51148,J2,13393,4 South Rd,2013-08-18 00:00:00,1
T1766,50330,H22,13250,12 Pierson St,2013-10-27 00:00:00,12
T1767,12901,W90,14889,28 Bradley Gr,2014-05-25 00:00:00,1
T1768,45159,150,16661,44 Fletcher Rd,2013-07-28 00:00:00,5
T1769,14107,271,12054,25 North East Rd,2014-03-23 00:00:00,2
T1770,58731,G20,15394,48 Sunnymeade Dr,2014-01-12 00:00:00,5
T1771,44843,118,12747,23  Findon Rd,2013-08-11 00:00:00,4
T1772,45030,144,13355,W1 Dequetteville Tce,2013-12-08 00:00:00,1
T1773,14297,178,12637,20 Montacute Rd,2014-03-09 00:00:00,6
T1774,27494,224F,13078,2 King William Rd,2014-02-09 00:00:00,1
T1775,273,400,10399,54A John Rice Av,2014-02-16 00:00:00,1
T1776,16981,200,14505,17C East Pky,2014-04-06 00:00:00,1
T1777,18035,506,11372,44 Nelson Rd,2013-10-13 00:00:00,1
T1778,10001,203F,13062,2A Melbourne St,2014-06-01 00:00:00,1
T1779,27442,224,10610,44 Salisbury Hwy,2014-02-09 00:00:00,1
T1780,16671,252,12840,10 Hawker St,2013-10-27 00:00:00,1
T1781,13922,147,13398,F1 Hutt St,2014-02-09 00:00:00,1
T1782,50452,H30,17336,29 Stradbroke Rd,2013-08-18 00:00:00,1
T1783,29642,720H,14970,Zone F Marion Interchange,2013-09-29 00:00:00,4
T1784,51006,J1,16412,3 Henley Beach Rd,2013-08-18 00:00:00,2
T1785,50052,H20,13360,W1 Currie St,2013-12-29 00:00:00,3
T1786,13340,W91C,13818,5 Leader St,2014-03-16 00:00:00,11
T1787,65299,721,16046,Zone G Noarlunga Centre Interc,2014-06-15 00:00:00,2
T1788,4840,271,12295,20 North East Rd,2014-05-04 00:00:00,8
T1789,20914,556,11787,35 Lower North East Rd,2014-06-15 00:00:00,1
T1790,10869,H30,16453,18 Henley Beach Rd,2014-02-09 00:00:00,35
T1791,298,452,17922,80 Anderson Wk,2014-02-23 00:00:00,6
T1792,51639,W90M,14787,26A Bradley Gr,2013-10-06 00:00:00,1
T1793,49535,B10,13174,8 Magill Rd,2013-08-18 00:00:00,1
T1794,56952,232,13049,3 O Connell St,2013-10-27 00:00:00,1
T1795,28931,528,12392,19 O G Rd,2013-07-07 00:00:00,2
T1796,13485,230,16279,X2 King William St,2014-06-08 00:00:00,11
T1797,45130,147,13479,H1 Hutt St,2013-09-29 00:00:00,4
T1798,333,452,18145,71 Heytesbury Rd,2013-11-17 00:00:00,1
T1799,9699,B10,12387,33C West Lakes Bvd,2014-02-09 00:00:00,2
T1800,1076,273,12054,25 North East Rd,2013-12-08 00:00:00,1
T1801,6047,190,13440,T1 Wakefield St,2014-02-23 00:00:00,1
T1802,48353,501,17532,Zone A Mawson Interchange,2014-01-05 00:00:00,3
T1803,50048,H20,12954,21A St Bernards Rd,2013-09-29 00:00:00,1
T1804,17552,203,13452,D2 Grote St,2014-06-22 00:00:00,4
T1805,36889,565,17532,Zone A Mawson Interchange,2014-02-09 00:00:00,3
T1806,50125,H20,13669,8F  Marion Rd,2014-01-05 00:00:00,8
T1807,27763,228F,10592,48A Main North Rd,2013-12-01 00:00:00,1
T1808,7407,503,11865,31 Lyons Rd,2014-04-06 00:00:00,1
T1809,58345,G10,14048,8 Goodwood Rd,2013-07-14 00:00:00,2
T1810,19598,861,13864,8 Glen Osmond Rd,2014-02-16 00:00:00,5
T1811,57255,600,15059,30B Shepherds Hill Rd,2013-10-27 00:00:00,1
T1812,50458,H30,16459,19 Henley Beach Rd,2013-09-29 00:00:00,2
T1813,16998,265W,13374,D1 King William St,2013-08-04 00:00:00,14
T1814,11802,H33C,13190,4 Magill Rd,2014-02-09 00:00:00,3
T1815,19628,864,14778,36 Mt Barker Rd,2014-03-09 00:00:00,2
T1816,47067,200C,13473,G2 Victoria Sq,2013-09-22 00:00:00,3
T1817,5889,300,13732,13C Cambridge Av,2014-04-06 00:00:00,4
T1818,10916,117,12890,19  Crittenden Rd,2014-04-06 00:00:00,1
T1819,8639,200,14505,17C East Pky,2014-06-29 00:00:00,1
T1820,11235,H30,16442,11 Henley Beach Rd,2014-03-16 00:00:00,1
T1821,48287,500,13280,R2 North Tce,2013-11-24 00:00:00,1
T1822,58705,G20,14606,19 Goodwood Rd,2013-09-01 00:00:00,5
T1823,50244,H22,16402,5 The Parade,2013-10-06 00:00:00,1
T1824,45706,171,14015,10 Fullarton Rd,2013-11-10 00:00:00,2
T1825,46977,200,14882,25 Ayliffes Rd,2013-10-27 00:00:00,2
T1826,27131,203,11116,52 Milne Rd,2013-12-08 00:00:00,2
T1827,58280,G10,14606,19 Goodwood Rd,2013-11-17 00:00:00,8
T1828,32704,T840,13472,G1 Pulteney St,2013-08-11 00:00:00,7
T1829,14260,178,12140,47 Silkes Rd,2014-02-09 00:00:00,1
T1830,14295,178,12879,10 Payneham Rd,2014-03-16 00:00:00,2
T1831,56584,190B,16276,A3 King William Rd,2013-10-27 00:00:00,4
T1832,27710,228F,10779,43 Main North Rd,2014-04-06 00:00:00,3
T1833,50371,H22L,16386,12 The Parade,2014-01-19 00:00:00,1
T1834,594,273,12084,24 North East Rd,2014-01-12 00:00:00,2
T1835,48835,722F,14995,27 Main South Rd,2013-09-08 00:00:00,8
T1836,8688,200,15053,Zone B Flinders Medical Centre,2014-03-30 00:00:00,1
T1837,11059,239,13055,4 Jeffcott St,2014-06-29 00:00:00,1
T1838,54953,G10,13452,D2 Grote St,2013-07-07 00:00:00,1
T1839,27606,225M,10975,40B Kesters Rd,2014-02-16 00:00:00,1
T1840,6346,W90M,14572,20 Winston Av,2014-06-01 00:00:00,1
T1841,57145,300J,14590,26 Diagonal Rd,2013-12-29 00:00:00,1
T1842,49589,B10,13276,I3 North Tce,2013-08-11 00:00:00,4
T1843,49263,749,16128,73 Saltfleet St,2013-11-24 00:00:00,1
T1844,6452,500,17374,54B Haydown Rd,2014-06-29 00:00:00,2
T1845,49024,737,18567,45G McHarg Rd,2013-08-11 00:00:00,1
T1846,17305,263,13928,6 Anzac Hwy,2013-11-10 00:00:00,1
T1847,15523,G10B,12947,5 O'Connell St,2014-03-23 00:00:00,3
T1848,16916,254,11969,28 Hanson Rd,2013-11-24 00:00:00,3
T1849,28362,300,13754,12  Portrush Rd,2013-07-07 00:00:00,2
T1850,12850,171,13967,9 Fullarton Rd,2014-04-06 00:00:00,4
T1851,58859,M44,11378,Zone E Tea Tree Plaza Intercha,2013-11-03 00:00:00,5
T1852,31006,842F,15377,63 Adelaide Rd,2013-06-30 00:00:00,2
T1853,3604,451,17372,74H President Av,2013-08-11 00:00:00,2
T1854,50854,J1,17327,10 Airport Rd,2013-06-30 00:00:00,11
T1855,16560,M44,14133,11A  Marion Rd,2014-02-23 00:00:00,4
T1856,14855,G10,13455,W1 Grote St,2014-06-01 00:00:00,37
T1857,27593,225F,10534,Zone I Salisbury Interchange,2013-07-28 00:00:00,7
T1858,7759,200,14188,13 Sussex Tce,2014-05-04 00:00:00,6
T1859,13697,271,13053,3 Melbourne St,2014-04-27 00:00:00,1
T1860,19691,557,11787,35 Lower North East Rd,2014-04-06 00:00:00,1
T1861,27967,245,13814,3 Anzac Hwy,2013-09-29 00:00:00,1
T1862,27999,248,14579,24A Morphett Rd,2013-08-04 00:00:00,1
T1863,49671,B10,12677,31A Frederick Rd,2013-11-03 00:00:00,1
T1864,36387,411,10628,39A Jamison St,2013-07-07 00:00:00,1
T1865,57030,300,14753,22 Fiveash Dr,2013-09-22 00:00:00,4
T1866,14744,995,12396,18 North East Rd,2014-04-06 00:00:00,4
T1867,15357,491,18216,142 Murray St,2014-04-27 00:00:00,1
T1868,11165,147,13574,10 Stirling St,2014-03-30 00:00:00,1
T1869,12017,251,13069,5 Hill St,2014-03-23 00:00:00,2
T1870,57304,600B,15043,30C Shepherds Hill Rd,2013-09-15 00:00:00,1
T1871,58533,G10A,13274,A2 King William Rd,2014-01-19 00:00:00,4
T1872,11789,H33,13208,3 North Tce,2014-05-11 00:00:00,1
T1873,11851,157,16591,T1 North Tce,2014-05-25 00:00:00,3
T1874,65017,720,17245,59 Young St,2014-01-12 00:00:00,1
T1875,50358,H22L,13346,U2 Grenfell St,2014-01-19 00:00:00,3
T1876,48720,719,17738,Zone B Registry Rd Flinders Un,2013-10-06 00:00:00,14
T1877,12766,168,14313,21A Anzac Hwy,2014-06-29 00:00:00,2
T1878,10003,203F,11386,35 Bridge Rd,2014-02-09 00:00:00,1
T1879,27979,248,14784,28A Diagonal Rd,2013-11-24 00:00:00,5
T1880,50833,H32,16423,8 Henley Beach Rd,2014-01-19 00:00:00,1
T1881,7055,232,12318,22 Regency Rd,2014-03-16 00:00:00,2
T1882,56942,232,13078,2 King William Rd,2013-10-13 00:00:00,1
T1883,45365,167,13734,5 Richmond Rd,2013-08-04 00:00:00,13
T1884,6635,174,13021,8 Payneham Rd,2014-02-09 00:00:00,2
T1885,6028,179F,12296,33 Addison Av,2014-04-06 00:00:00,1
T1886,8589,B10,13008,28 Grange Rd,2014-03-23 00:00:00,1
T1887,63457,720H,14535,18 South Rd,2013-12-01 00:00:00,1
T1888,16907,254X,11715,32 Grand Junction Rd,2013-08-25 00:00:00,3
T1889,58839,M44,13457,W2 Grote St,2013-12-29 00:00:00,1
T1890,37048,681,15218,42 Brighton Rd,2013-08-11 00:00:00,1
T1891,28660,442,10098,89 Park Lake Bvd,2014-04-27 00:00:00,1
T1892,46404,178,13285,F2 North Tce,2013-09-29 00:00:00,1
T1893,57047,300,13386,147 Portrush Rd,2013-12-08 00:00:00,1
T1894,14565,C1,13339,F2 Grenfell St,2014-03-30 00:00:00,15
T1895,45162,150,12835,10 Port Rd,2013-09-08 00:00:00,2
T1896,21019,C1,11370,Zone C Tea Tree Plaza Intercha,2014-04-20 00:00:00,32
T1897,46476,178,12329,26A Gorge Rd,2013-11-03 00:00:00,1
T1898,48218,361,11726,33A Grand Junction Rd,2013-11-17 00:00:00,1
T1899,50394,H30,12459,37 Graves St,2013-12-29 00:00:00,2
T1900,12654,252,12123,25 Liberty Av,2014-01-26 00:00:00,1
T1901,10687,142,13279,R1 North Tce,2014-07-06 00:00:00,1
T1902,46052,174,13214,2 North Tce,2013-08-18 00:00:00,1
T1903,46093,174,12501,20 Lower North East Rd,2013-06-30 00:00:00,1
T1904,8302,545,10917,55 Hillendale Dr,2013-07-14 00:00:00,3
T1905,28115,265,13904,5A Anzac Hwy,2013-11-17 00:00:00,12
T1906,15145,G10,13019,4 O Connell St,2014-01-26 00:00:00,3
T1907,13534,281,13276,I3 North Tce,2014-04-06 00:00:00,1
T1908,9023,503,11417,41 Wright Rd,2013-11-03 00:00:00,3
T1909,27240,222,16275,Z2 King William St,2013-12-08 00:00:00,4
T1910,53266,440,10165,69 Woodford Rd,2014-03-09 00:00:00,1
T1911,20211,541,10908,57 Hancock Rd,2014-03-02 00:00:00,3
T1912,11620,150,12254,25 Port Rd,2014-04-27 00:00:00,2
T1913,9803,B10C,12988,26 Grange Rd,2014-05-18 00:00:00,12
T1914,2204,415,10540,52 Ponton St,2013-07-14 00:00:00,1
T1915,50531,H30,16349,30 Military Rd,2013-07-28 00:00:00,2
T1916,59055,M44,11237,46 Ladywood Rd,2014-01-05 00:00:00,2
T1917,48312,500,11802,28 Sudholz Rd,2013-11-24 00:00:00,8
T1918,50328,H22,16392,9 The Parade,2013-06-30 00:00:00,2
T1919,10366,H21,12096,Zone I Paradise Interchange,2014-06-08 00:00:00,9
T1920,27690,228F,11803,23 Main North Rd,2013-12-15 00:00:00,3
T1921,57828,C1,11378,Zone E Tea Tree Plaza Intercha,2013-08-18 00:00:00,49
T1922,5666,100,14101,169 Cross Rd,2014-04-06 00:00:00,1
T1923,11137,144,13294,D North Tce,2014-06-22 00:00:00,11
T1924,6614,174,12654,17 Payneham Rd,2014-03-23 00:00:00,1
T1925,29585,720,14966,29B Sturt Rd,2013-11-17 00:00:00,1
T1926,47034,200B,14339,16 Salisbury Cr,2013-12-01 00:00:00,1
T1927,51537,W90,14150,12 Winston Av,2013-08-04 00:00:00,1
T1928,62852,749,16999,116 Pridham Bvd,2014-01-12 00:00:00,15
T1929,15096,G10,14816,23A Fiveash Dr,2014-02-16 00:00:00,1
T1930,16729,251,13069,5 Hill St,2013-07-07 00:00:00,1
T1931,27599,225F,10712,45A Frost Rd,2013-09-08 00:00:00,1
T1932,33839,117,12436,32 Tapleys Hill Rd,2013-08-11 00:00:00,2
T1933,36877,565,11211,37A Montague Rd,2013-07-21 00:00:00,3
T1934,2526,208,17827,27A Fosters Rd,2013-10-20 00:00:00,1
T1935,62707,232,12805,8 Torrens Rd,2014-01-19 00:00:00,1
T1936,10639,235,13283,S1 North Tce,2014-03-30 00:00:00,1
T1937,12757,168,14021,15 Mooringe Av,2014-04-06 00:00:00,3
T1938,47457,254X,11810,29A Hanson Rd,2013-06-30 00:00:00,5
T1939,50319,H22,16466,22 Henley Beach Rd,2013-12-29 00:00:00,1
T1940,58263,G10,13738,1 Goodwood Rd,2013-12-29 00:00:00,1
T1941,36368,411,17514,38 Shepherdson Rd,2013-12-29 00:00:00,4
T1942,58323,G10,14457,16 Goodwood Rd,2014-01-12 00:00:00,1
T1943,14873,557,11157,50 North East Rd,2014-03-09 00:00:00,1
T1944,19671,557,11275,44 North East Rd,2014-02-23 00:00:00,1
T1945,48457,502,13365,C1 Currie St,2013-12-29 00:00:00,1
T1946,10331,H20,16406,2 Henley Beach Rd,2014-04-20 00:00:00,3
T1947,46110,174,13343,E3 Currie St,2013-10-13 00:00:00,3
T1948,8680,200,14273,15 Sussex Tce,2014-04-27 00:00:00,2
T1949,46027,174,12501,20 Lower North East Rd,2013-07-28 00:00:00,2
T1950,65354,721F,15049,Zone A Flinders Medical Centre,2014-05-04 00:00:00,22
T1951,919,401,10520,Zone C Salisbury Interchange,2014-03-23 00:00:00,15
T1952,12159,239,12631,9A Churchill Rd,2013-10-27 00:00:00,3
T1953,50174,H21,16393,9 The Parade,2013-08-25 00:00:00,2
T1954,29932,722,16051,Zone C Noarlunga Centre Interc,2013-10-20 00:00:00,1
T1955,64762,720H,14757,23 South Rd,2014-01-12 00:00:00,1
T1956,50139,H20,12310,24A Darley Rd,2013-08-11 00:00:00,3
T1957,56652,195F,15006,38 Rankeys Hill Rd,2013-07-28 00:00:00,6
T1958,10347,H20,13134,19C Penfold Rd,2014-05-25 00:00:00,1
T1959,49377,773,15364,34 Chandlers Hill Rd,2013-12-08 00:00:00,3
T1960,11722,H32,13287,B1 Pulteney St,2014-06-08 00:00:00,6
T1961,58835,M44,13781,2 Anzac Hwy,2013-09-29 00:00:00,1
T1962,20783,C1,11370,Zone C Tea Tree Plaza Intercha,2014-02-23 00:00:00,35
T1963,56543,190,13583,P1 Pulteney St,2013-09-29 00:00:00,2
T1964,27504,224F,11586,26 Main North Rd,2013-11-10 00:00:00,1
T1965,11502,241,14274,13A Towers Tce,2014-05-04 00:00:00,4
T1966,27254,222,16291,U1 Victoria Sq,2014-03-02 00:00:00,4
T1967,45167,150,11621,39 Commercial Rd,2013-08-25 00:00:00,2
T1968,16270,M44,11008,51 Ladywood Rd,2014-03-09 00:00:00,1
T1969,30851,820,13348,E1 Currie St,2013-07-14 00:00:00,6
T1970,50939,J1,17327,10 Airport Rd,2013-07-07 00:00:00,67
T1971,13458,196,16283,C3 King William St,2014-06-08 00:00:00,18
T1972,5870,300,12260,114 Regency Rd,2014-02-23 00:00:00,1
T1973,28151,271,11401,42A Smart Rd,2013-07-28 00:00:00,2
T1974,28927,507,11546,36 North East Rd,2013-10-06 00:00:00,3
T1975,6604,230,11621,39 Commercial Rd,2014-01-26 00:00:00,2
T1976,19939,506,12097,Zone F Paradise Interchange,2014-02-16 00:00:00,6
T1977,57029,300,14381,21 Gordon St,2013-09-01 00:00:00,1
T1978,10176,118,12670,24 Trimmer Pde,2014-02-23 00:00:00,4
T1979,12307,J1,13343,E3 Currie St,2014-04-13 00:00:00,1
T1980,49486,B10,13352,V1 Currie St,2013-07-07 00:00:00,1
T1981,47804,287,13196,13  Holbrooks Rd,2013-08-11 00:00:00,1
T1982,27532,224X,17529,Zone D Mawson Interchange,2013-09-15 00:00:00,38
T1983,4841,743,16022,64A Alexander Kelly Dr,2013-09-15 00:00:00,1
T1984,46025,174,12842,11 Payneham Rd,2013-07-14 00:00:00,1
T1985,12157,235,11944,20 Churchill Rd,2013-10-13 00:00:00,5
T1986,18463,543X,10910,62 Illyarrie Av,2014-05-11 00:00:00,5
T1987,36362,411,17530,Zone C Mawson Lakes Interchang,2014-02-09 00:00:00,3
T1988,65378,721F,15577,40 Old South Rd,2014-02-16 00:00:00,1
T1989,9746,541,11074,52 Hancock Rd,2013-11-17 00:00:00,2
T1990,45551,168,14058,17 St Andrews Cr,2013-09-15 00:00:00,3
T1991,31800,G40,13207,2 Hackney Rd,2013-10-27 00:00:00,1
T1992,10603,235,13055,4 Jeffcott St,2014-03-23 00:00:00,1
T1993,27379,222,16291,U1 Victoria Sq,2014-02-09 00:00:00,1
T1994,36354,411,17514,38 Shepherdson Rd,2013-09-22 00:00:00,4
T1995,19282,556,11517,39 Grand Junction Rd,2014-03-09 00:00:00,1
T1996,12117,157X,11165,49 Military Rd,2014-06-15 00:00:00,4
T1997,45022,144,13529,2 Grant Av,2013-09-22 00:00:00,3
T1998,45701,171,14093,12 Fullarton Rd,2013-10-27 00:00:00,1
T1999,4836,743,16126,51A Brodie Rd,2013-08-04 00:00:00,1
T2000,20039,600B,14968,29D Sturt Rd,2014-01-26 00:00:00,1
T2001,16057,G20,13455,W1 Grote St,2014-02-16 00:00:00,2
T2002,4054,G10,13846,4 Goodwood Rd,2013-12-29 00:00:00,1
T2003,9587,507,17622,41 North East Rd,2014-06-22 00:00:00,1
T2004,58280,G10,12066,19 Prospect Rd,2013-12-15 00:00:00,6
T2005,36360,411,10452,43C Liberator Dr,2013-09-29 00:00:00,4
T2006,47054,200B,13840,4 King William Rd,2013-09-29 00:00:00,2
T2007,65044,720,14943,27 Sturt Rd,2014-04-27 00:00:00,1
T2008,52777,235,12772,8A Churchill Rd,2013-09-08 00:00:00,1
T2009,7982,506,11401,42A Smart Rd,2014-06-15 00:00:00,3
T2010,56447,190,13472,G1 Pulteney St,2013-09-29 00:00:00,1
T2011,45287,157,13205,2 Port Rd,2014-01-19 00:00:00,1
T2012,58262,G10,16282,C2 King William St,2014-01-12 00:00:00,31
T2013,13693,271,12561,14 North East Rd,2014-06-01 00:00:00,3
T2014,1363,190,13799,3 Unley Rd,2014-01-12 00:00:00,4
T2015,32839,208,13598,O2 Peacock Rd,2014-01-12 00:00:00,4
T2016,14641,G10,14542,18 Goodwood Rd,2014-02-16 00:00:00,1
T2017,27341,222,11545,27 Main North Rd,2014-06-08 00:00:00,1
T2018,7516,286,13246,22 Cheadle St,2014-04-13 00:00:00,2
T2019,62852,749,16032,69 Beach Rd,2013-12-08 00:00:00,1
T2020,23316,C1,17172,62A The Grove Wy,2013-07-07 00:00:00,1
T2021,17805,860F,14862,46 Mount Barker Rd,2014-03-23 00:00:00,52
T2022,50668,H31,16413,4 Henley Beach Rd,2013-09-01 00:00:00,2
T2023,15121,G10,14919,26 Shepherds Hill Rd,2014-03-16 00:00:00,2
T2024,11297,H30,13337,T2 Grenfell St,2014-06-01 00:00:00,19
T2025,46542,179F,13277,I2 North Tce,2013-07-07 00:00:00,12
T2026,58298,G10,13003,4 O Connell St,2014-01-12 00:00:00,2
T2027,9239,B10,12416,33B West Lakes Bvd,2014-05-18 00:00:00,1
T2028,13352,100,13499,8C  Marion Rd,2014-03-16 00:00:00,1
T2029,36793,560,10720,44B Bridge Rd,2014-06-08 00:00:00,2
T2030,1156,734,17229,52 Adams Rd,2013-12-08 00:00:00,1
T2031,10828,H22L,16365,17B The Parade,2014-01-26 00:00:00,2
T2032,9867,H30S,16418,6 Henley Beach Rd,2014-06-15 00:00:00,6
T2033,16400,M44,13781,2 Anzac Hwy,2014-05-04 00:00:00,1
T2034,16608,M44,14824,26 Township Rd,2014-05-25 00:00:00,6
T2035,46120,174,13330,G3 Grenfell St,2014-01-12 00:00:00,4
T2036,2530,208,12551,14 Galway Av,2013-12-22 00:00:00,2
T2037,36374,411,10550,45D Burton Rd,2014-05-18 00:00:00,17
T2038,56716,230,11587,Zone C Port Adelaide Interchan,2013-07-14 00:00:00,1
T2039,50654,H31,16419,6 Henley Beach Rd,2013-09-29 00:00:00,1
T2040,14855,G10,12693,9 Prospect Rd,2014-02-16 00:00:00,4
T2041,27657,228,11076,35 Main North Rd,2014-06-22 00:00:00,1
T2042,58595,G10B,12744,8 Prospect Rd,2013-08-04 00:00:00,1
T2043,3603,451,10101,73 Peachey Rd,2013-10-27 00:00:00,3
T2044,20007,600,14993,26A University Dr,2014-01-26 00:00:00,2
T2045,846,733,15808,46C Investigator Rd,2013-12-01 00:00:00,4
T2046,2146,222,12599,12 Main North Rd,2013-07-28 00:00:00,2
T2047,29006,542X,10828,67 Yatala Vale Rd,2013-12-01 00:00:00,1
T2048,58869,M44,13281,G3 North Tce,2014-01-12 00:00:00,5
T2049,52894,251,12659,15 South Rd,2013-08-25 00:00:00,3
T2050,10792,H22,16363,18 The Parade,2014-06-01 00:00:00,4
T2051,9430,H22,13325,I1 Grenfell St,2014-04-06 00:00:00,2
T2052,29001,541X,13365,C1 Currie St,2014-01-12 00:00:00,5
T2053,53213,411,10624,39C Andrew Smith Dr,2014-04-27 00:00:00,1
T2054,6548,195F,14260,12 Belair Rd,2014-02-09 00:00:00,1
T2055,17687,208,17827,27A Fosters Rd,2014-02-02 00:00:00,1
T2056,49979,G20,15053,Zone B Flinders Medical Centre,2013-06-30 00:00:00,7
T2057,14281,178,13021,8 Payneham Rd,2014-02-02 00:00:00,1
T2058,15485,G10,12441,14 Prospect Rd,2014-02-16 00:00:00,8
T2059,12271,167C,13306,B2 Pulteney St,2014-05-04 00:00:00,1
T2060,50154,H20C,12548,23 Newton Rd,2013-08-11 00:00:00,3
T2061,11782,H33,13276,I3 North Tce,2014-06-08 00:00:00,22
T2062,16610,M44,11378,Zone E Tea Tree Plaza Intercha,2014-03-23 00:00:00,1
T2063,14973,G10,12798,7 Prospect Rd,2014-03-16 00:00:00,1
T2064,28042,248,14963,Zone B Marion Interchange,2013-10-06 00:00:00,8
T2065,28893,506,11347,Zone A Tea Tree Plaza Intercha,2013-06-30 00:00:00,28
T2066,30390,734,16024,67 Beach Rd,2013-10-27 00:00:00,5
T2067,45417,167,13875,9  Marion Rd,2013-10-13 00:00:00,1
