Transport_ID,TripID,RouteID,StopID,StopName,WeekBeginning,NumberOfBoardings
T9022,14432,168,14020,15 Mooringe Av,2014-05-11 00:00:00,2
T9023,18026,506,11040,59 Kelly Rd,2013-07-28 00:00:00,1
T9024,48833,722F,15095,29 Main South Rd,2013-10-06 00:00:00,2
T9025,63593,H33C,13184,5 Magill Rd,2014-01-12 00:00:00,1
T9026,7576,281,13018,4 Park Rd,2014-02-16 00:00:00,3
T9027,25560,SCHONE,11347,Zone A Tea Tree Plaza Intercha,2013-11-03 00:00:00,19
T9028,27773,228X,10135,74 Hamblynn Rd,2014-06-29 00:00:00,4
T9029,19112,300H,13017,28A Grange Rd,2014-05-11 00:00:00,1
T9030,45395,167,14222,22 Shannon Av,2013-11-17 00:00:00,1
T9031,45497,168,13734,5 Richmond Rd,2013-08-18 00:00:00,8
T9032,51661,W91,13818,5 Leader St,2013-12-29 00:00:00,1
T9033,56550,190,13766,2 Unley Rd,2013-08-11 00:00:00,3
T9034,51771,W91C,14072,11 East Av,2013-07-07 00:00:00,2
T9035,27595,225F,11176,39A Kesters Rd,2013-07-07 00:00:00,1
T9036,15176,G10,14835,23B Fiveash Dr,2014-02-23 00:00:00,4
T9037,45153,150,12546,18 Port Rd,2013-12-22 00:00:00,1
T9038,65368,721F,15952,57 Main South Rd,2013-12-08 00:00:00,1
T9039,13144,254X,11742,34A Grand Junction Rd,2014-04-27 00:00:00,11
T9040,15085,G10,13838,4 Goodwood Rd,2014-05-11 00:00:00,5
T9041,33066,734,17118,Zone A Old Reynella Interchang,2013-08-11 00:00:00,6
T9042,58211,C2,10945,50 Golden Grove Rd,2014-01-12 00:00:00,5
T9043,32707,T842,18363,64A Cameron Rd,2013-10-20 00:00:00,27
T9044,4601,118,11565,Zone D Port Adelaide Interchan,2013-12-22 00:00:00,2
T9045,14285,178,13080,6 Payneham Rd,2014-04-13 00:00:00,1
T9046,30853,820,13644,11 Greenhill Rd,2013-10-13 00:00:00,1
T9047,22449,741,18682,Zone B Seaford Interchange,2014-06-15 00:00:00,1
T9048,47946,288,13297,W1 North Tce,2013-11-17 00:00:00,70
T9049,4196,271,12613,13 North East Rd,2013-08-25 00:00:00,7
T9050,22424,740,18682,Zone B Seaford Interchange,2014-04-27 00:00:00,2
T9051,1668,743,16039,Zone D Colonnades Interchange,2014-06-29 00:00:00,3
T9052,27551,225,10800,44A Northbri Av,2013-08-25 00:00:00,1
T9053,48719,719,14221,11 South Rd,2013-10-27 00:00:00,1
T9054,27947,241A,14320,14 Towers Tce,2013-08-04 00:00:00,1
T9055,64999,719,14296,13 South Rd,2014-06-15 00:00:00,3
T9056,58830,G30,13551,C1 Sturt St,2014-01-19 00:00:00,1
T9057,9461,H30,16406,2 Henley Beach Rd,2014-02-09 00:00:00,2
T9058,12494,171A,13343,E3 Currie St,2014-04-13 00:00:00,6
T9059,11992,251,12519,18 Torrens Rd,2014-06-29 00:00:00,3
T9060,6094,190,13766,2 Unley Rd,2014-05-04 00:00:00,1
T9061,14844,G10,16275,Z2 King William St,2014-06-08 00:00:00,11
T9062,52661,224,12297,17 Main North Rd,2013-07-14 00:00:00,3
T9063,58255,G10,14805,23A Fiveash Dr,2013-11-10 00:00:00,2
T9064,20096,645,15143,37 Neath Av,2014-02-02 00:00:00,3
T9065,12763,168,13353,V2 Currie St,2014-03-30 00:00:00,18
T9066,45085,147,13795,18 Devereux Rd,2013-12-29 00:00:00,2
T9067,50737,H31,12995,10A Coorara Av,2013-10-20 00:00:00,1
T9068,11761,H33,12975,13 Coorara Av,2014-06-08 00:00:00,2
T9069,46363,178,12584,26 Montacute Rd,2013-09-29 00:00:00,9
T9070,13187,254X,11731,34 Grand Junction Rd,2014-03-30 00:00:00,12
T9071,6997,230,16287,V2 King William St,2014-04-06 00:00:00,9
T9072,27505,224F,16275,Z2 King William St,2014-02-09 00:00:00,4
T9073,58287,G10,12947,5 O Connell St,2013-12-15 00:00:00,1
T9074,14257,178,13285,F2 North Tce,2014-03-16 00:00:00,12
T9075,9257,B10,12847,30 Frederick Rd,2014-05-25 00:00:00,1
T9076,36833,560,11297,29 Montague Rd,2013-10-20 00:00:00,1
T9077,50728,H31,16450,17 Henley Beach Rd,2013-09-15 00:00:00,5
T9078,13023,178,12619,23 Montacute Rd,2014-05-18 00:00:00,3
T9079,15441,263,14565,27 Brighton Rd,2014-04-27 00:00:00,1
T9080,47720,287,13227,9 Ashley St,2013-10-20 00:00:00,1
T9081,27331,222,12771,8 Main North Rd,2014-04-06 00:00:00,3
T9082,46914,200,13768,2 King William Rd,2013-09-22 00:00:00,2
T9083,17416,839,18191,82 Hurling Dr,2014-04-13 00:00:00,6
T9084,49664,B10,12677,31A Frederick Rd,2013-09-15 00:00:00,2
T9085,16604,M44,13364,W3 Currie St,2014-02-02 00:00:00,8
T9086,50458,H30,12878,24 Glen Stuart Rd,2013-08-25 00:00:00,87
T9087,28657,442,10161,78 Blair Park Dr,2014-04-06 00:00:00,1
T9088,59001,M44,14094,11  Marion Rd,2013-11-17 00:00:00,1
T9089,50328,H22,16394,8 The Parade,2013-07-28 00:00:00,3
T9090,52847,241,14982,31 Sturt Rd,2013-11-10 00:00:00,1
T9091,21223,C1G,13328,H1 Grenfell St,2014-06-29 00:00:00,15
T9092,11622,150,12425,21 Port Rd,2014-05-18 00:00:00,17
T9093,13058,190,13894,5 Unley Rd,2014-06-08 00:00:00,3
T9094,9917,H33C,12990,11 Coorara Av,2014-02-16 00:00:00,1
T9095,16252,M44,14432,17 Marion Rd,2014-03-23 00:00:00,4
T9096,15567,G20,15253,33 Flagstaff Rd,2014-07-06 00:00:00,1
T9097,8299,545,11005,52 The Golden Wy,2013-12-29 00:00:00,2
T9098,17769,840X,15377,63 Adelaide Rd,2014-04-20 00:00:00,7
T9099,3618,451,10142,70 Easton Av,2014-02-02 00:00:00,1
T9100,10552,208B,16277,Z1 King William St,2014-02-02 00:00:00,2
T9101,10032,204,12195,20A Muller Rd,2014-04-06 00:00:00,1
T9102,65046,720,14817,24A South Rd,2014-01-26 00:00:00,1
T9103,16592,M44,14602,20 Marion Rd,2014-07-06 00:00:00,1
T9104,8591,B10,13110,19 Magill Rd,2014-05-18 00:00:00,1
T9105,11218,147,13282,G2 North Tce,2014-06-22 00:00:00,10
T9106,10924,117,11833,36A Bartley Tce,2014-06-08 00:00:00,3
T9107,9729,B10,12928,12 Grange Rd,2014-02-16 00:00:00,2
T9108,18040,506,11556,37 Pauls Dr,2013-12-08 00:00:00,2
T9109,5904,300,12276,111 Regency Rd,2014-03-30 00:00:00,8
T9110,27383,222,17377,33C Mawson Lakes Bvd,2014-05-04 00:00:00,1
T9111,58193,C2,11378,Zone E Tea Tree Plaza Intercha,2013-11-10 00:00:00,24
T9112,13545,281,12594,14 Harris Rd,2014-06-08 00:00:00,3
T9113,9248,B10,13324,X1 West Tce,2014-05-25 00:00:00,1
T9114,27703,228F,10543,49 Main North Rd,2013-07-21 00:00:00,1
T9115,12823,170,13878,5 Duthy St,2014-06-08 00:00:00,1
T9116,46188,174,13076,6 Payneham Rd,2014-01-05 00:00:00,1
T9117,57051,300,12353,19 O G Rd,2013-11-03 00:00:00,1
T9118,47448,241,14194,11 Chitral Tce,2013-09-01 00:00:00,1
T9119,10053,208,11800,28 Sudholz Rd,2014-06-15 00:00:00,5
T9120,4175,361,11646,25A Grand Junction Rd,2013-11-03 00:00:00,6
T9121,28957,541X,11388,43C Smart Rd,2013-08-04 00:00:00,6
T9122,44966,142,13501,13 Rochester St,2014-01-12 00:00:00,2
T9123,22312,745,16137,72 Barcelona Rd,2014-03-23 00:00:00,1
T9124,57949,C1,17171,62A The Grove Wy,2013-07-14 00:00:00,10
T9125,56983,300,14972,Zone E Marion Interchange,2013-08-18 00:00:00,8
T9126,6709,178,13051,7 Payneham Rd,2014-01-26 00:00:00,3
T9127,44753,117,12415,33 West Lakes Bvd,2013-09-15 00:00:00,1
T9128,58315,G10,16281,X1 King William St,2013-11-24 00:00:00,58
T9129,3643,451,10128,70A Easton Av,2013-12-01 00:00:00,2
T9130,45533,168,13733,4 Richmond Rd,2013-12-22 00:00:00,1
T9131,11077,239,12212,Zone B Arndale Interchange,2014-04-06 00:00:00,8
T9132,18214,248,16589,5A Anzac Hwy,2014-04-20 00:00:00,1
T9133,10768,H22,16434,1 Bartels Rd,2014-02-02 00:00:00,5
T9134,64382,681,14996,34A Sturt Rd,2014-06-22 00:00:00,1
T9135,9237,B10,13089,25 Vine St,2014-01-26 00:00:00,3
T9136,64841,722,15931,53A States Rd,2014-07-06 00:00:00,2
T9137,27707,228F,10246,62 Midway Rd,2013-12-22 00:00:00,1
T9138,50167,H21,12815,18 Glynburn Rd,2014-01-05 00:00:00,2
T9139,58360,G10,16275,Z2 King William St,2013-12-29 00:00:00,17
T9140,47810,287,13112,27 Marlborough St,2013-09-01 00:00:00,1
T9141,64787,721,16022,64A Alexander Kelly Dr,2014-06-08 00:00:00,2
T9142,18559,251,12567,17 Torrens Rd,2014-06-22 00:00:00,1
T9143,322,452,18139,78C Peachey Rd,2014-04-20 00:00:00,1
T9144,22508,745,16246,89 Grand Bvd,2014-05-04 00:00:00,3
T9145,59163,M44X,10906,56 Richardson Dr,2013-10-13 00:00:00,1
T9146,56515,190,13799,3 Unley Rd,2013-09-01 00:00:00,5
T9147,11577,248,13829,3 Anzac Hwy,2014-05-04 00:00:00,4
T9148,29517,719,14087,9 South Rd,2013-07-28 00:00:00,3
T9149,10168,118,11961,34A Old Port Rd,2014-02-02 00:00:00,1
T9150,57972,C1,11351,Zone B Tea Tree Plaza Intercha,2013-12-08 00:00:00,18
T9151,13206,262,13928,6 Anzac Hwy,2014-02-09 00:00:00,11
T9152,50413,H30,13279,R1 North Tce,2013-10-13 00:00:00,3
T9153,59017,M44,11401,42A Smart Rd,2013-08-18 00:00:00,2
T9154,12133,162,13513,5B Sir Donald Bradman Dr,2014-06-29 00:00:00,15
T9155,189,722F,16049,Zone F Noarlunga Centre Interc,2014-03-30 00:00:00,7
T9156,10385,H21,13308,B1 East Tce,2014-06-29 00:00:00,1
T9157,15733,263,16588,Y1 Grote St,2014-03-16 00:00:00,3
T9158,258,400,10239,64 Kinkaid Rd,2013-11-10 00:00:00,2
T9159,11480,241,14386,15A Raglan Av,2014-02-16 00:00:00,1
T9160,8915,506,11410,44 Wright Rd,2014-05-25 00:00:00,1
T9161,10844,H23,13402,8 Kensington Rd,2014-04-06 00:00:00,2
T9162,14975,G10,14919,26 Shepherds Hill Rd,2014-03-16 00:00:00,2
T9163,16248,M44,10791,Zone E Golden Grove Village In,2014-02-23 00:00:00,15
T9164,52655,224,10232,Zone C Elizabeth Interchange,2013-09-29 00:00:00,1
T9165,10570,208B,12773,10 Walkerville Tce,2014-03-23 00:00:00,1
T9166,9201,507,11347,Zone A Tea Tree Plaza Intercha,2013-09-01 00:00:00,20
T9167,45588,170,13764,2 George St,2013-12-01 00:00:00,2
T9168,17338,837,17180,64 Hutchinson St,2014-03-16 00:00:00,71
T9169,14573,C1,13206,2 Hackney Rd,2014-04-13 00:00:00,1
T9170,18023,506,11078,61 Kelly Rd,2013-09-15 00:00:00,3
T9171,13629,265,14675,29 King George Av,2014-06-01 00:00:00,1
T9172,36445,440,10140,73 Midway Rd,2013-07-21 00:00:00,1
T9173,106,451,18126,74D President Ave,2014-03-16 00:00:00,3
T9174,15093,G10,14878,25 Ayliffes Rd,2014-06-22 00:00:00,2
T9175,15839,G20F,15311,39 Ridgeway Dr,2014-03-02 00:00:00,8
T9176,30185,725,15702,46 Grant Rd,2013-09-01 00:00:00,1
T9177,59108,M44G,14760,24 Marion Rd,2013-12-22 00:00:00,4
T9178,11240,H30,13184,5 Magill Rd,2014-02-02 00:00:00,2
T9179,65529,721F,14628,20 South Rd,2014-06-15 00:00:00,2
T9180,19913,506,11347,Zone A Tea Tree Plaza Intercha,2014-03-16 00:00:00,1
T9181,15841,G20F,14995,27 Main South Rd,2014-02-16 00:00:00,7
T9182,51757,W91C,14150,12 Winston Av,2013-12-22 00:00:00,1
T9183,27093,202F,12399,16 Hampstead Rd,2013-11-03 00:00:00,1
T9184,10733,142,13330,G3 Grenfell St,2014-03-02 00:00:00,50
T9185,31005,842F,14040,13 Glen Osmond Rd,2013-08-11 00:00:00,5
T9186,50157,H20R,12887,21B St Bernards Rd,2013-11-10 00:00:00,8
T9187,14277,178,12336,26 Gorge Rd,2014-06-22 00:00:00,2
T9188,27663,228,11355,31 Main North Rd,2013-12-15 00:00:00,1
T9189,65069,720H,17242,58 Young St,2014-01-19 00:00:00,1
T9190,15392,M44C,11370,Zone C Tea Tree Plaza Intercha,2014-02-16 00:00:00,6
T9191,48797,721F,16022,64A Alexander Kelly Dr,2013-07-07 00:00:00,8
T9192,48902,733,15897,49A Wheatsheaf Rd,2013-07-14 00:00:00,1
T9193,9785,B10,12933,16 Grange Rd,2014-04-06 00:00:00,1
T9194,50728,H31,16420,7 Henley Beach Rd,2013-10-20 00:00:00,6
T9195,56619,190B,13179,1 King William Rd,2013-07-14 00:00:00,2
T9196,5984,178,13300,Y2 King William St,2014-06-15 00:00:00,22
T9197,57039,300,14967,29C Sturt Rd,2013-08-04 00:00:00,2
T9198,63733,725,17120,Zone C Old Reynella Interchang,2014-01-05 00:00:00,7
T9199,58340,G10,14048,8 Goodwood Rd,2013-08-04 00:00:00,2
T9200,64369,681,15419,47B Barramundi Dr,2014-05-18 00:00:00,2
T9201,50157,H20R,16373,16A The Parade,2013-12-01 00:00:00,5
T9202,47691,281,12360,19 Fourth Av,2013-10-20 00:00:00,1
T9203,5713,117,12602,30 Tapleys Hill Rd,2014-02-09 00:00:00,1
T9204,15483,G10,12662,10 Prospect Rd,2014-02-09 00:00:00,1
T9205,31192,863,14906,41 Mount Barker Rd,2013-07-07 00:00:00,2
T9206,447,400,16679,49 / B Church St,2014-04-13 00:00:00,8
T9207,50620,H30S,13087,8A Portrush Rd,2013-11-03 00:00:00,1
T9208,44711,100,14104,170 Cross Rd,2013-10-20 00:00:00,1
T9209,50093,H20,16387,11 The Parade,2013-09-29 00:00:00,1
T9210,58806,G21,15233,32 Flagstaff Rd,2013-10-20 00:00:00,1
T9211,7860,506,11011,53 Murrell Rd,2014-02-23 00:00:00,2
T9212,31221,864,15153,54A Mount Barker Rd,2013-12-15 00:00:00,8
T9213,12177,239,11804,22 Churchill Rd,2013-11-03 00:00:00,1
T9214,27556,225,10996,41 Kesters Rd,2013-08-18 00:00:00,1
T9215,12272,167C,13353,V2 Currie St,2014-06-15 00:00:00,16
T9216,14303,178,12879,10 Payneham Rd,2014-02-02 00:00:00,1
T9217,27555,225,10697,46 Frost Rd,2013-12-29 00:00:00,1
T9218,17035,254X,11806,29A Hanson Rd,2014-01-12 00:00:00,2
T9219,9495,202F,11559,30 Briens Rd,2014-01-26 00:00:00,4
T9220,27512,224F,10478,51 Commercial Rd,2014-06-29 00:00:00,2
T9221,16697,251,13078,2 King William Rd,2013-11-24 00:00:00,4
T9222,48754,720,14252,12 South Rd,2013-10-06 00:00:00,1
T9223,58406,G10,15053,Zone B Flinders Medical Centre,2013-12-22 00:00:00,2
T9224,58338,G10,14964,Zone A Marion Interchange,2013-09-01 00:00:00,15
T9225,10141,208,17827,27A Fosters Rd,2014-02-09 00:00:00,5
T9226,10847,H23,16392,9 The Parade,2014-05-04 00:00:00,1
T9227,28157,273,12096,Zone I Paradise Interchange,2013-11-10 00:00:00,1
T9228,8891,506,11619,35 Wandana Av,2014-05-25 00:00:00,1
T9229,46996,200,13715,1 King William Rd,2013-09-22 00:00:00,1
T9230,47443,241,14320,14 Towers Tce,2013-08-25 00:00:00,1
T9231,47943,288,13155,22 Valetta Rd,2013-10-06 00:00:00,3
T9232,16381,M44,13206,2 Hackney Rd,2014-02-16 00:00:00,1
T9233,45175,150,12935,7 Port Rd,2013-12-15 00:00:00,4
T9234,9510,202F,11778,27 Hampstead Rd,2014-06-08 00:00:00,2
T9235,29756,721,16046,Zone G Noarlunga Centre Interc,2013-07-14 00:00:00,2
T9236,11861,157,12199,33F West Lakes Bvd,2014-05-11 00:00:00,1
T9237,1157,734,15218,42 Brighton Rd,2014-07-06 00:00:00,1
T9238,17099,254,12383,22 Torrens Rd,2013-10-20 00:00:00,1
T9239,13751,174,12261,25 Lower North East Rd,2014-02-02 00:00:00,2
T9240,28870,503,13365,C1 Currie St,2013-07-14 00:00:00,8
T9241,27674,228,11791,23 Main North Rd,2013-10-06 00:00:00,1
T9242,59152,M44T,14131,11A  Marion Rd,2013-07-28 00:00:00,1
T9243,14652,G10,16281,X1 King William St,2014-06-15 00:00:00,4
T9244,5522,928,12106,Zone E Paradise Interchange,2014-06-29 00:00:00,10
T9245,14156,273,13062,2A Melbourne St,2014-04-06 00:00:00,1
T9246,223,749,16213,84 Commercial Rd,2013-12-22 00:00:00,1
T9247,64883,B10,12452,33 Frederick Rd,2013-12-08 00:00:00,1
T9248,16885,254X,11754,36A Grand Junction Rd,2013-12-01 00:00:00,2
T9249,10055,208,11844,26 Folland Av,2014-01-26 00:00:00,2
T9250,11255,H30,12979,15 Shelley St,2014-04-27 00:00:00,3
T9251,49173,747,16172,76B River Rd,2013-10-06 00:00:00,3
T9252,30914,837,15181,81 Woodside Rd,2013-08-04 00:00:00,1
T9253,63474,720H,14221,11 South Rd,2013-12-15 00:00:00,2
T9254,62866,749,16015,65 Beach Rd,2013-12-08 00:00:00,2
T9255,45905,172,14215,12 Harrow Tce,2013-09-22 00:00:00,1
T9256,16017,G20,13455,W1 Grote St,2014-02-02 00:00:00,2
T9257,11970,248,14718,27A Diagonal Rd,2014-05-18 00:00:00,1
T9258,9057,507,11537,36 North East Rd,2014-07-06 00:00:00,2
T9259,34040,118,13047,6 Manton St,2013-11-17 00:00:00,1
T9260,50873,J1,13539,6B Sir Donald Bradman Dr,2013-09-01 00:00:00,1
T9261,27238,209F,11336,37 Dulkara Rd,2013-10-06 00:00:00,2
T9262,46380,178,12760,13A Payneham Rd,2013-07-28 00:00:00,2
T9263,11248,H30,16444,25 Henley Beach Rd,2014-05-11 00:00:00,4
T9264,50951,J1,13809,15A West Beach Rd,2013-08-11 00:00:00,1
T9265,27330,222,13474,VS3 Victoria Sq,2014-04-27 00:00:00,2
T9266,11158,147,13854,20 Dashwood Rd,2014-06-15 00:00:00,5
T9267,50201,H22,16372,16B The Parade,2013-10-27 00:00:00,1
T9268,12724,253X,13261,Z3 King William St,2014-05-11 00:00:00,7
T9269,57388,645,15066,35 Laurence St,2013-11-10 00:00:00,1
T9270,11717,H32,16476,22B Lexington Rd,2014-06-29 00:00:00,5
T9271,17163,265,15037,36 Cedar Av,2013-07-14 00:00:00,1
T9272,48797,721F,15723,46 Main South Rd,2013-09-01 00:00:00,1
T9273,46373,178,12760,13A Payneham Rd,2014-01-19 00:00:00,2
T9274,44971,142,13424,2 Kensington Rd,2013-08-04 00:00:00,6
T9275,14852,G10,14458,16 Goodwood Rd,2014-04-06 00:00:00,2
T9276,30187,725,15890,59 Brodie Rd,2013-06-30 00:00:00,1
T9277,13458,196,13858,4 Unley Rd,2014-05-11 00:00:00,1
T9278,51764,W91C,13818,5 Leader St,2013-07-21 00:00:00,8
T9279,11259,H30,13195,3A Magill Rd,2014-02-02 00:00:00,4
T9280,53212,411,10552,45D Burton Rd,2013-12-22 00:00:00,1
T9281,8390,288,13084,16 Hartley Rd,2014-01-26 00:00:00,3
T9282,45702,171,13484,S1 Hutt St,2013-09-15 00:00:00,1
T9283,27117,203,11095,58 Milne Rd,2013-10-27 00:00:00,1
T9284,58369,G10,14433,15 Goodwood Rd,2013-10-27 00:00:00,1
T9285,27706,228F,13078,2 King William Rd,2014-03-09 00:00:00,1
T9286,11778,H33,16429,9 Henley Beach Rd,2014-04-20 00:00:00,1
T9287,59089,M44C,12129,Zone C Paradise Interchange,2014-01-26 00:00:00,6
T9288,30147,725,15816,54 Acre Av,2013-08-18 00:00:00,2
T9289,13453,141,13525,18 Hallett Rd,2014-04-27 00:00:00,2
T9290,48245,470,17273,69 Bolivar Rd,2014-06-01 00:00:00,6
T9291,27755,228F,17982,2 King William Rd,2014-05-11 00:00:00,6
T9292,58466,G10,14687,21 Goodwood Rd,2013-10-06 00:00:00,5
T9293,11525,245,13829,3 Anzac Hwy,2014-06-01 00:00:00,2
T9294,49248,749,17663,112A QUINLIVEN Rd,2013-09-01 00:00:00,1
T9295,15356,491,18329,117 Osprey Pde,2014-04-06 00:00:00,1
T9296,58508,G10,13555,B1 Sturt St,2013-10-06 00:00:00,1
T9297,19733,559,11953,29G Brookvale Rd,2014-05-04 00:00:00,1
T9298,17558,203,11116,52 Milne Rd,2014-06-15 00:00:00,1
T9299,11297,H30,12911,19 Arthur St,2014-06-29 00:00:00,1
T9300,19898,506,11737,32 Wandana Av,2014-05-11 00:00:00,1
T9301,51072,J1A,13341,T3 Grenfell St,2013-08-25 00:00:00,9
T9302,2058,557,11263,46 North East Rd,2013-10-06 00:00:00,1
T9303,28083,262,14844,33 Brighton Rd,2013-10-13 00:00:00,9
T9304,44900,141,13424,2 Kensington Rd,2013-10-20 00:00:00,13
T9305,46888,200,13842,4 King William Rd,2013-07-14 00:00:00,1
T9306,31005,842F,15377,63 Adelaide Rd,2013-08-04 00:00:00,2
T9307,10011,203F,11656,29 Hampstead Rd,2014-03-30 00:00:00,4
T9308,10356,H20R,13364,W3 Currie St,2014-04-13 00:00:00,2
T9309,13304,172,13735,1 George St,2014-07-06 00:00:00,3
T9310,27255,222,13049,3 O'Connell St,2014-03-23 00:00:00,1
T9311,46050,174,12778,13  Payneham Rd,2013-11-10 00:00:00,9
T9312,5935,300,14466,17 Belair Rd,2014-01-26 00:00:00,1
T9313,6293,J1A,17327,10 Airport Rd,2014-06-15 00:00:00,3
T9314,584,725,15928,63 Peregrine Cr,2014-07-06 00:00:00,1
T9315,28622,442,18397,86 Springvale D,2013-10-20 00:00:00,1
T9316,3616,451,18125,74C President Ave,2014-03-09 00:00:00,5
T9317,65048,720,13687,3 South Rd,2014-06-01 00:00:00,1
T9318,44719,100,12516,219 Woodville Rd,2014-01-12 00:00:00,2
T9319,5650,100,12412,221 Woodville Rd,2014-06-15 00:00:00,3
T9320,12125,157X,13298,W2 North Tce,2014-06-08 00:00:00,1
T9321,16290,203,11835,26 Hampstead Rd,2013-07-14 00:00:00,1
T9322,48168,333B,11507,43B Military Rd,2013-07-28 00:00:00,2
T9323,48390,501,13365,C1 Currie St,2013-12-01 00:00:00,3
T9324,48198,350,12250,34A Frederick Rd,2013-09-22 00:00:00,2
T9325,34257,142,13402,8 Kensington Rd,2013-10-20 00:00:00,2
T9326,6969,M44,13457,W2 Grote St,2013-07-07 00:00:00,8
T9327,14254,178,12168,34 Gorge Rd,2014-06-29 00:00:00,2
T9328,15951,G10,13003,4 O'Connell St,2014-03-16 00:00:00,2
T9329,15521,G10B,11876,22 Prospect Rd,2014-04-06 00:00:00,5
T9330,49642,B10,13219,6 South Rd,2013-07-21 00:00:00,3
T9331,440,400,10225,Zone C Elizabeth City Centre,2014-02-23 00:00:00,3
T9332,27945,241A,13274,A2 King William Rd,2013-10-06 00:00:00,10
T9333,48379,501,13365,C1 Currie St,2013-10-06 00:00:00,2
T9334,65516,721F,14928,26 Main South Rd,2014-06-29 00:00:00,1
T9335,46473,178,13433,R1 Wakefield St,2013-10-13 00:00:00,6
T9336,31821,G40M,16290,U2 Victoria Sq,2013-09-01 00:00:00,3
T9337,18178,241,16588,Y1 Grote St,2014-06-08 00:00:00,1
T9338,53423,502,11802,28 Sudholz Rd,2013-09-29 00:00:00,2
T9339,20275,543,11068,50 Riverside Dr,2014-05-18 00:00:00,1
T9340,6909,502,10640,45C Buckingham Dr,2014-04-13 00:00:00,2
T9341,21206,C1,11370,Zone C Tea Tree Plaza Intercha,2014-07-06 00:00:00,51
T9342,8007,506,11112,39D Sleep Rd,2014-02-09 00:00:00,2
T9343,48318,500,10833,43B Bridge Rd,2013-11-17 00:00:00,1
T9344,48338,501,11800,28 Sudholz Rd,2013-09-22 00:00:00,22
T9345,50432,H30,12975,13 Coorara Av,2014-01-12 00:00:00,8
T9346,52720,228,10239,64 Kinkaid Rd,2014-04-20 00:00:00,1
T9347,22558,747,16192,80A Quadrant Tce,2014-05-18 00:00:00,1
T9348,2441,430,10225,Zone C Elizabeth City Centre,2013-07-21 00:00:00,4
T9349,12044,251,12451,20 Torrens Rd,2014-05-04 00:00:00,2
T9350,14639,G10,12274,16 Prospect Rd,2014-04-06 00:00:00,2
T9351,10339,H20,13788,8J  Marion Rd,2014-02-09 00:00:00,1
T9352,27963,245,13829,3 Anzac Hwy,2013-09-08 00:00:00,4
T9353,59014,M44,12129,Zone C Paradise Interchange,2013-09-15 00:00:00,77
T9354,7773,503,11550,36 Nelson Rd,2014-03-09 00:00:00,4
T9355,46389,178,12642,18 Montacute Rd,2013-08-11 00:00:00,2
T9356,6634,174,13330,G3 Grenfell St,2014-03-30 00:00:00,2
T9357,50818,H31C,12769,27 Maple Av,2013-08-25 00:00:00,10
T9358,36322,411,10630,39A Jamison St,2013-10-06 00:00:00,1
T9359,11226,150,12730,13 Port Rd,2014-03-16 00:00:00,6
T9360,12280,J1,17327,10 Airport Rd,2014-05-25 00:00:00,7
T9361,9847,H30,13346,U2 Grenfell St,2014-05-04 00:00:00,2
T9362,29689,721,15053,Zone B Flinders Medical Centre,2013-07-14 00:00:00,3
T9363,45772,171,14017,10 Fullarton Rd,2013-06-30 00:00:00,2
T9364,15485,G10,14006,7 Goodwood Rd,2014-03-16 00:00:00,4
T9365,14119,273,12347,19 North East Rd,2014-07-06 00:00:00,3
T9366,45558,168,14011,13 Mooringe Av,2013-08-04 00:00:00,1
T9367,17468,208,16579,2 Sir Edwin Smith Av,2013-07-14 00:00:00,3
T9368,44852,118,13287,B1 Pulteney St,2013-08-11 00:00:00,16
T9369,59050,M44,11399,42A Smart Rd,2013-08-25 00:00:00,4
T9370,8305,545,10905,56 Keithcote Farm Dr,2013-09-01 00:00:00,3
T9371,36316,411,10624,39C Andrew Smith Dr,2013-09-15 00:00:00,1
T9372,56979,300,13659,13 Ingerson St,2013-08-18 00:00:00,4
T9373,53910,749,16966,100 Old Coach Rd,2013-09-29 00:00:00,2
T9374,17924,541X,11114,51 Hancock Rd,2014-06-08 00:00:00,1
T9375,10856,H30,16411,4 Henley Beach Rd,2014-05-04 00:00:00,3
T9376,44720,100,13618,8E  Marion Rd,2014-01-19 00:00:00,1
T9377,7446,281,12078,26 Pitman Rd,2014-07-06 00:00:00,1
T9378,45329,162,13353,V2 Currie St,2013-09-22 00:00:00,41
T9379,50440,H30,16459,19 Henley Beach Rd,2013-06-30 00:00:00,1
T9380,17506,200C,13374,D1 King William St,2014-02-09 00:00:00,1
T9381,12772,168,14109,27T Tapleys Hill Rd,2014-04-27 00:00:00,1
T9382,9455,H30,16377,28 Seaview Rd,2014-04-06 00:00:00,1
T9383,12874,W90,12453,27 Mcshane St,2014-02-23 00:00:00,5
T9384,49562,B10,13154,13 Magill Rd,2013-08-11 00:00:00,2
T9385,949,401,10509,50 / C Ann St,2013-07-21 00:00:00,9
T9386,10788,H22,16419,6 Henley Beach Rd,2014-03-30 00:00:00,12
T9387,22228,506,11605,35 Wandana Av,2014-01-19 00:00:00,1
T9388,15538,G10C,12441,14 Prospect Rd,2014-04-06 00:00:00,5
T9389,18969,254,12719,14 Hawker St,2014-05-25 00:00:00,1
T9390,6939,502,13328,H1 Grenfell St,2014-07-06 00:00:00,4
T9391,9546,202F,12322,17 Hampstead Rd,2014-03-23 00:00:00,1
T9392,27251,222,13474,VS3 Victoria Sq,2014-01-12 00:00:00,1
T9393,62795,747,17203,85 The Parade,2013-12-08 00:00:00,2
